0.464399092	365.758	0.336689342	0.787402
0.806870748	332.673	0.267029478	0.787402
1.271269841	394.96	0.313469387	0.787402
1.590566893	354.924	0.481814058	0.787402
2.078163265	382.475	0.934603174	0.787402
3.018571428	353.597	0.777868480	0.787402
4.562721088	372.778	1.497687074	0.787402
6.066213151	311.943	0.243809523	0.787402
6.489954648	255.776	0.121904761	0.787402
6.617687074	229.577	0.150929705	0.787402
6.774421768	266.683	0.220589569	0.787402
7.064671201	309.595	0.226394557	0.787402
7.337505668	350.329	0.470204081	0.787402
7.813492063	385.109	0.516643990	0.787402
8.510113378	332.788	0.388934240	0.787402
8.928072562	323.877	0.737233560	0.787402
